GO_ID	GO_Type	Study_Count	Study_Total	Population_Count	Population_Total	Fold_Enrichment	P_Value	Odds_Ratio	GO_Term	FDR_P_Value
GO:0006730	P	3	1080	7	8571	3.401190476190476	0.04721265417811435	5.213788300835654	one-carbon metabolic process	0.38212143165297796
GO:0006636	P	3	1080	7	8571	3.401190476190476	0.04721265417811435	5.213788300835654	unsaturated fatty acid biosynthetic process	0.38212143165297796
GO:0036065	P	3	1080	7	8571	3.401190476190476	0.04721265417811435	5.213788300835654	fucosylation	0.38212143165297796
GO:0005319	F	6	1080	22	8571	2.1643939393939395	0.04972779630582322	2.609986033519553	lipid transporter activity	0.38212143165297796
GO:0005507	F	10	1080	45	8571	1.7635802469135804	0.04996637194476574	1.9909212283044058	copper ion binding	0.38212143165297796
GO:0060255	P	5	1080	17	8571	2.3341503267973858	0.053214676122076504	2.8988372093023256	regulation of macromolecule metabolic process	0.38212143165297796
GO:0004722	F	5	1080	17	8571	2.3341503267973858	0.053214676122076504	2.8988372093023256	protein serine/threonine phosphatase activity	0.38212143165297796
GO:0035861	C	4	1080	12	8571	2.64537037037037	0.054030593475317495	3.4772304832713754	site of double-strand break	0.38212143165297796
GO:0000139	C	16	1080	85	8571	1.493856209150327	0.0634276616398215	1.6175220660346519	Golgi membrane	0.38212143165297796
GO:0004888	F	8	1080	35	8571	1.8139682539682538	0.06534059793647307	2.0630182421227197	transmembrane signaling receptor activity	0.38212143165297796
GO:0008408	F	3	1080	8	8571	2.9760416666666667	0.06862033344173246	4.170473537604456	3'-5' exonuclease activity	0.38212143165297796
GO:0000932	C	4	1080	13	8571	2.4418803418803416	0.07051287677858581	3.090458488228005	P-body	0.38212143165297796
GO:0010960	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	magnesium ion homeostasis	0.38212143165297796
GO:0010506	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	regulation of autophagy	0.38212143165297796
GO:0050684	P	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	regulation of mRNA processing	0.38212143165297796
GO:0043186	C	2	1080	4	8571	3.9680555555555554	0.07997448418179567	6.947124304267161	P granule	0.38212143165297796
